count,mean,std,min,25%,50%,75%,max
1113.0,0.0071877807726864335,0.08451351342404137,0.0,0.0,0.0,0.0,1.0
1113.0,0.014375561545372867,0.11908671880805768,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207459,0.0,0.0,0.0,0.0,1.0
1113.0,0.1949685534591195,0.3963545936888882,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207446,0.0,0.0,0.0,0.0,1.0
1113.0,0.008984725965858042,0.0944034313996009,0.0,0.0,0.0,0.0,1.0
1113.0,0.0035938903863432167,0.059868143773613665,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207459,0.0,0.0,0.0,0.0,1.0
1113.0,0.009883198562443846,0.09896626130924553,0.0,0.0,0.0,0.0,1.0
1113.0,0.005390835579514825,0.07325705570729538,0.0,0.0,0.0,0.0,1.0
1113.0,0.45103324348607365,0.4978201689932484,0.0,0.0,0.0,1.0,1.0
1113.0,0.0026954177897574125,0.05187070383207459,0.0,0.0,0.0,0.0,1.0
1113.0,0.006289308176100629,0.07909091641928487,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207459,0.0,0.0,0.0,0.0,1.0
1113.0,0.0008984725965858042,0.029974532466508552,0.0,0.0,0.0,0.0,1.0
1113.0,0.0008984725965858042,0.029974532466508552,0.0,0.0,0.0,0.0,1.0
1113.0,0.008984725965858042,0.09440343139960163,0.0,0.0,0.0,0.0,1.0
1113.0,0.011680143755615454,0.10748999506385772,0.0,0.0,0.0,0.0,1.0
1113.0,0.009883198562443846,0.09896626130924573,0.0,0.0,0.0,0.0,1.0
1113.0,0.005390835579514825,0.0732570557072955,0.0,0.0,0.0,0.0,1.0
1113.0,0.08176100628930817,0.2741234369002034,0.0,0.0,0.0,0.0,1.0
1113.0,0.005390835579514825,0.0732570557072955,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207459,0.0,0.0,0.0,0.0,1.0
1113.0,0.0008984725965858042,0.029974532466508552,0.0,0.0,0.0,0.0,1.0
1113.0,0.004492362982929021,0.06690443485938556,0.0,0.0,0.0,0.0,1.0
1113.0,0.0889487870619946,0.2847977795780264,0.0,0.0,0.0,0.0,1.0
1113.0,0.17160826594788858,0.3772091060881006,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207446,0.0,0.0,0.0,0.0,1.0
1113.0,0.004492362982929021,0.06690443485938416,0.0,0.0,0.0,0.0,1.0
1113.0,0.014375561545372867,0.11908671880805768,0.0,0.0,0.0,0.0,1.0
1113.0,0.017969451931716084,0.132900037356222,0.0,0.0,0.0,0.0,1.0
1113.0,0.022461814914645103,0.14824650937673423,0.0,0.0,0.0,0.0,1.0
1113.0,0.008984725965858042,0.09440343139960164,0.0,0.0,0.0,0.0,1.0
1113.0,0.053009883198562445,0.22415391858895276,0.0,0.0,0.0,0.0,1.0
1113.0,0.0035938903863432167,0.05986814377361448,0.0,0.0,0.0,0.0,1.0
1113.0,0.013477088948787063,0.11535776249779058,0.0,0.0,0.0,0.0,1.0
1113.0,0.008984725965858042,0.09440343139960138,0.0,0.0,0.0,0.0,1.0
1113.0,0.0008984725965858042,0.029974532466508552,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207459,0.0,0.0,0.0,0.0,1.0
1113.0,0.031446540880503145,0.1745996733259367,0.0,0.0,0.0,0.0,1.0
1113.0,0.006289308176100629,0.07909091641928477,0.0,0.0,0.0,0.0,1.0
1113.0,0.026954177897574125,0.16202233243537656,0.0,0.0,0.0,0.0,1.0
1113.0,0.10422282120395328,0.30568673828077797,0.0,0.0,0.0,0.0,1.0
1113.0,0.005390835579514825,0.07325705570729577,0.0,0.0,0.0,0.0,1.0
1113.0,0.03863432165318958,0.19280848441573212,0.0,0.0,0.0,0.0,1.0
1113.0,0.05121293800539083,0.22053088034326912,0.0,0.0,0.0,0.0,1.0
1113.0,0.0017969451931716084,0.04237132562552311,0.0,0.0,0.0,0.0,1.0
1113.0,0.0008984725965858042,0.029974532466508982,0.0,0.0,0.0,0.0,1.0
1113.0,0.0008984725965858042,0.029974532466508552,0.0,0.0,0.0,0.0,1.0
1113.0,0.0035938903863432167,0.05986814377361425,0.0,0.0,0.0,0.0,1.0
1113.0,0.0035938903863432167,0.05986814377361448,0.0,0.0,0.0,0.0,1.0
1113.0,0.11680143755615453,0.32132791740141015,0.0,0.0,0.0,0.0,1.0
1113.0,0.02605570530098832,0.1593726023836327,0.0,0.0,0.0,0.0,1.0
1113.0,0.008086253369272238,0.08959954734595912,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.0518707038320746,0.0,0.0,0.0,0.0,1.0
1113.0,0.009883198562443846,0.09896626130924577,0.0,0.0,0.0,0.0,1.0
1113.0,0.004492362982929021,0.06690443485938584,0.0,0.0,0.0,0.0,1.0
1113.0,0.0071877807726864335,0.08451351342404138,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207451,0.0,0.0,0.0,0.0,1.0
1113.0,0.0026954177897574125,0.05187070383207459,0.0,0.0,0.0,0.0,1.0
